trial,trial_kind,method,source_ids,lambda,independent_control_nondegenerate,clean_target_rmse,clean_target_relative_rmse,noisy_target_rmse,jitter_error_floor,centroid_rmse,centered_shape_rmse,per_particle_rmse,mean_particle_rmse,max_particle_rmse,terminal_commutation_gap,terminal_commutation_relative,max_replay_residual,template_coherence_error,nearest_memory_source
5,random,shared,1;14;199;235,0.005852973;0.129579795;0.003701220;0.860866012,1,3.169629455e-01,1.438360757e-01,3.170623293e-01,2.622926776e-02,1.873169164e-01,2.556909886e-01,2.370570632e-01;7.696581850e-02;4.575187132e-01;2.462972070e-01;2.837265808e-01;4.156440596e-01;3.844927116e-01;2.655620316e-01,2.959080232e-01,4.575187132e-01,4.517200531e-02,9.852319545e-02,2.314601238e-08,2.639868700e-01,3.511026279e+00
5,random,independent,1;14;199;235,0.005852973;0.129579795;0.003701220;0.860866012,1,1.755155244e+00,7.964799868e-01,1.755550212e+00,2.622926776e-02,1.390942341e+00,1.070443523e+00,2.370570632e-01;2.253123542e+00;2.070535614e+00;1.800020134e+00;2.837265808e-01;2.059237785e+00;2.018129337e+00;1.894940747e+00,1.577096350e+00,2.253123542e+00,,,2.200443201e-08,1.072452679e+00,6.646411768e+00
6,random,shared,124;250;216;9,0.398962587;0.183314414;0.363646016;0.054076983,1,4.681268466e-01,2.124334391e-01,4.740061991e-01,4.308658827e-02,4.056445565e-01,2.336562395e-01,6.982607340e-01;4.979464228e-01;4.912289414e-01;3.788093357e-01;1.602591378e-01;5.077603704e-01;4.041534195e-01;4.312508620e-01,4.462086530e-01,6.982607340e-01,1.215990074e-01,2.652156505e-01,2.170569010e-08,2.383727178e-01,1.813153322e+00
6,random,independent,124;250;216;9,0.398962587;0.183314414;0.363646016;0.054076983,1,9.165288566e-01,4.159158536e-01,9.161433012e-01,4.308658827e-02,7.791082358e-01,4.827167927e-01,6.982607340e-01;9.859604654e-01;4.915083188e-01;1.365076838e+00;1.602591378e-01;1.154723444e+00;4.845567520e-01;1.249654112e+00,8.237499752e-01,1.365076838e+00,,,2.135624234e-08,4.814104086e-01,3.329472152e+00
7,random,shared,103;10;173;52,0.115693515;0.157282034;0.653761729;0.073262722,1,4.440832394e-01,2.015225797e-01,4.394505096e-01,3.686477882e-02,3.596858683e-01,2.604534501e-01,3.402923474e-01;4.855272192e-01;4.478829453e-01;4.708499753e-01;6.067085213e-01;4.348671555e-01;1.933812216e-01;4.574319886e-01,4.296176718e-01,6.067085213e-01,1.036905259e-01,2.261560425e-01,2.202338061e-08,2.677053128e-01,3.122997462e+00
7,random,independent,103;10;173;52,0.115693515;0.157282034;0.653761729;0.073262722,1,1.587521004e+00,7.204084722e-01,1.585397106e+00,3.686477882e-02,1.278730341e+00,9.407824684e-01,3.402923474e-01;1.725535621e+00;1.568512192e+00;1.603535176e+00;6.067085213e-01;1.923207676e+00;1.728593638e+00;2.232061136e+00,1.466055788e+00,2.232061136e+00,,,2.204332177e-08,9.351723993e-01,5.860476572e+00
8,random,shared,2;47;5;229,0.324769539;0.126796454;0.324030738;0.224403269,1,3.051116270e-01,1.384580113e-01,3.018981004e-01,4.403476121e-02,1.384609732e-01,2.718853873e-01,2.066002074e-01;3.540886435e-01;1.972972474e-01;1.563091490e-01;4.702409372e-01;2.747834688e-01;3.395701213e-01;3.184074611e-01,2.896621545e-01,4.702409372e-01,6.592774973e-02,1.437928763e-01,2.060346362e-08,2.681245926e-01,2.769844525e+00
8,random,independent,2;47;5;229,0.324769539;0.126796454;0.324030738;0.224403269,1,3.755456320e-01,1.704205830e-01,3.711128699e-01,4.403476121e-02,2.342998293e-01,2.934929500e-01,2.066002074e-01;2.746297538e-01;1.989212398e-01;3.678976178e-01;4.702409372e-01;3.747739136e-01;3.965158370e-01;5.625352212e-01,3.565143409e-01,5.625352212e-01,,,2.069020611e-08,2.931933640e-01,3.683223821e+00
9,random,shared,83;65;217;79,0.047669969;0.189525026;0.148399061;0.614405944,1,2.928832537e-01,1.329088414e-01,2.985310671e-01,3.676607775e-02,7.841382456e-02,2.821911983e-01,1.807764963e-01;3.648198199e-01;1.673444205e-01;2.948744975e-01;3.368220881e-01;3.004328795e-01;3.589843052e-01;2.700690095e-01,2.842654396e-01,3.648198199e-01,4.770245076e-02,1.040422679e-01,1.979330627e-08,2.895845849e-01,2.698653160e+00
9,random,independent,83;65;217;79,0.047669969;0.189525026;0.148399061;0.614405944,1,7.250533699e-01,3.290253101e-01,7.282138910e-01,3.676607775e-02,3.659532713e-01,6.259237912e-01,1.807764963e-01;5.758441904e-01;1.187099322e+00;6.028444760e-01;3.368220881e-01;4.312618890e-01;1.178315214e+00;6.171332920e-01,6.387621209e-01,1.187099322e+00,,,1.996172232e-08,6.283375195e-01,4.534454034e+00
10,random,shared,32;61;75;89,0.094966494;0.511842663;0.262286957;0.130903886,1,3.937965839e-01,1.787027666e-01,3.946420208e-01,3.952345608e-02,2.528092603e-01,3.019324881e-01,4.481919020e-01;2.410257200e-01;3.380637300e-01;4.189713949e-01;5.430491014e-01;2.026638564e-01;3.081303765e-01;5.107770625e-01,3.763591430e-01,5.430491014e-01,1.070818057e-01,2.335526527e-01,1.921195270e-08,2.961946111e-01,2.476325714e+00
10,random,independent,32;61;75;89,0.094966494;0.511842663;0.262286957;0.130903886,1,9.779118558e-01,4.437711277e-01,9.910483109e-01,3.952345608e-02,8.024993770e-01,5.588437596e-01,4.481919020e-01;1.339683946e+00;1.020209991e+00;1.138983478e+00;5.430491014e-01;1.245823440e+00;9.119103222e-01;7.988699086e-01,9.308402612e-01,1.339683946e+00,,,1.899994661e-08,5.527415949e-01,3.781041486e+00
11,random,shared,70;155;106;215,0.415788428;0.087104167;0.409714118;0.087393287,1,3.783907189e-01,1.717116681e-01,3.845808099e-01,3.624155860e-02,2.522823224e-01,2.820162512e-01,2.985507670e-01;9.281916098e-02;2.915936335e-01;3.654529464e-01;3.120557539e-01;4.067108007e-01;5.459033577e-01;5.179794241e-01,3.538832305e-01,5.459033577e-01,8.312804067e-02,1.813078729e-01,1.769442532e-08,2.853866888e-01,2.368524033e+00
11,random,independent,70;155;106;215,0.415788428;0.087104167;0.409714118;0.087393287,1,9.035093892e-01,4.100076895e-01,9.143663267e-01,3.624155860e-02,7.133763030e-01,5.544578132e-01,2.985507670e-01;8.610987020e-01;3.041228379e-01;1.322992898e+00;3.120557539e-01;1.130011608e+00;4.849064863e-01;1.499256468e+00,7.766244402e-01,1.499256468e+00,,,2.036818930e-08,5.555407075e-01,3.333689282e+00
12,random,shared,32;46;18;237,0.054887666;0.100034972;0.386935905;0.458141457,1,4.097900837e-01,1.859605306e-01,4.164134067e-01,3.590456267e-02,2.517144565e-01,3.233693632e-01,3.982464217e-01;2.747838596e-01;2.473283678e-01;4.187291538e-01;3.201643226e-01;6.945089227e-01;4.496455021e-01;2.928866320e-01,3.870366478e-01,6.945089227e-01,1.015167762e-01,2.214149476e-01,2.121498119e-08,3.276032459e-01,3.133132664e+00
12,random,independent,32;46;18;237,0.054887666;0.100034972;0.386935905;0.458141457,1,1.503823410e+00,6.824269555e-01,1.507816107e+00,3.590456267e-02,1.179232634e+00,9.332176831e-01,3.982464217e-01;1.417115512e+00;2.165590092e+00;1.647676712e+00;3.201643226e-01;1.280059376e+00;2.189234697e+00;1.409481270e+00,1.353446050e+00,2.189234697e+00,,,2.121498119e-08,9.324908003e-01,5.819832367e+00
13,random,shared,42;141;247;173,0.310765199;0.045155331;0.432024414;0.212055056,1,3.492489663e-01,1.584872979e-01,3.466400632e-01,3.498601729e-02,2.247308703e-01,2.673403756e-01,4.096547642e-01;3.397674775e-01;3.066437224e-01;3.915800912e-01;3.625381088e-01;2.840102049e-01;3.997713734e-01;2.706687849e-01,3.455793159e-01,4.096547642e-01,7.478912211e-02,1.631201282e-01,1.951198773e-08,2.738090253e-01,3.352513249e+00
13,random,independent,42;141;247;173,0.310765199;0.045155331;0.432024414;0.212055056,1,9.274089083e-01,4.208531625e-01,9.253618331e-01,3.498601729e-02,7.236356572e-01,5.800333774e-01,4.096547642e-01;1.436885754e+00;5.193314507e-01;9.055108498e-01;3.625381088e-01;1.392381618e+00;6.350787618e-01;1.041681347e+00,8.378828319e-01,1.436885754e+00,,,2.011489069e-08,5.833713629e-01,3.654374530e+00
14,random,shared,38;215;235;4,0.257711988;0.335047771;0.113723251;0.293516990,1,4.960791512e-01,2.251180442e-01,4.957021233e-01,5.118908545e-02,3.184429955e-01,3.803795247e-01,3.994399909e-01;2.360933374e-01;3.014495916e-01;7.230979748e-01;5.289510272e-01;6.045318412e-01;5.899505148e-01;3.826640041e-01,4.707722852e-01,7.230979748e-01,8.452078730e-02,1.843455474e-01,1.837714043e-08,3.742889531e-01,3.579623974e+00
14,random,independent,38;215;235;4,0.257711988;0.335047771;0.113723251;0.293516990,1,7.679534998e-01,3.484931577e-01,7.726799624e-01,5.118908545e-02,6.484473541e-01,4.114226619e-01,3.994399909e-01;7.554850193e-01;8.585582471e-01;8.135769125e-01;5.289510272e-01;1.258823653e+00;6.739300504e-01;5.196856300e-01,7.260563163e-01,1.258823653e+00,,,1.958497045e-08,4.121382787e-01,2.783186130e+00
15,random,shared,59;252;130;118,0.008738091;0.393852196;0.030630211;0.566779501,1,4.314968955e-01,1.958109647e-01,4.321369300e-01,3.908138173e-02,3.413035859e-01,2.640102897e-01,3.956052258e-01;4.584846817e-01;3.702045580e-01;3.742486931e-01;3.547162182e-01;4.327786926e-01;3.208973327e-01;6.554351828e-01,4.202963231e-01,6.554351828e-01,8.516017025e-02,1.857400848e-01,2.168642060e-08,2.561050241e-01,3.795799227e+00
15,random,independent,59;252;130;118,0.008738091;0.393852196;0.030630211;0.566779501,1,1.092176602e+00,4.956238536e-01,1.096463850e+00,3.908138173e-02,9.218569766e-01,5.856871563e-01,3.956052258e-01;1.336935806e+00;6.697952690e-01;1.628391464e+00;3.547162182e-01;1.307099346e+00;7.136764747e-01;1.467973478e+00,9.842741601e-01,1.628391464e+00,,,2.251976457e-08,5.855117289e-01,3.995183618e+00
