dimension,beta,pair,alpha,terminal_pair_distance,seed_offset_distance,seed_pair_separation_ratio,target_rmse,relative_plane_error,relative_pair_error,arrival_separation_ratio,local_amplification,identity_swapped,collapsed,max_replay_residual,finite,replay_seconds
2,0.025,5,0.4,0.01966708326983827,0.00786683330793531,0.19999999999999996,0.10081269539302355,0.10081269539302355,8.675778734384782,0.45365329400166243,1.3633545421569015,False,False,0.0002456015053676545,True,192.89436569999089
2,0.025,0,0.49,0.0037291263170231995,0.0018272718953413678,0.020000000000000018,0.04643831266999246,0.04643831266999246,19.10976279548722,0.017744715296274853,0.5790736005254143,False,True,0.00015651686510936323,True,192.89436569999089
2,0.025,1,0.49,0.010136125751419187,0.004966701618195402,0.020000000000000018,0.04874672703434618,0.04874672703434618,3.7175826121476963,0.011841762829425645,0.7681223408694529,False,True,0.00013434636772423328,True,192.89436569999089
2,0.025,2,0.49,0.013557841940041953,0.006643342550620557,0.020000000000000018,0.04960508381871937,0.04960508381871937,9.159839034285563,0.02085385997224836,0.42125067648274495,False,True,0.00017028809256298792,True,192.89436569999089
2,0.025,3,0.49,0.01577827232613293,0.007731353439805135,0.020000000000000018,0.05181884151589807,0.05181884151589807,10.48309262578028,0.033706760376661205,0.5285915389353876,False,True,0.00018467227450481751,True,192.89436569999089
2,0.025,4,0.49,0.017117788392927002,0.008387716312534231,0.020000000000000018,0.057959659544303946,0.057959659544303946,3.177564157541015,0.021663665704904383,1.1568709209773136,False,True,0.0001529915724795369,True,192.89436569999089
2,0.025,5,0.49,0.01966708326983827,0.009636870802220752,0.020000000000000018,0.10085639223551249,0.10085639223551249,8.679539214504347,0.045347668550789776,1.3584346311659101,False,True,0.0002452557813252726,True,192.89436569999089
2,0.05,0,0.0,0.0037291263170231995,0.0,1.0,0.012886854456047368,0.012886854456047368,5.303050814638324,0.9194804025178498,0.0,False,False,3.4715252112205314e-05,True,196.39476819999982
2,0.05,1,0.0,0.010136125751419187,0.0,1.0,0.015207837864915709,0.015207837864915709,1.1597987609534754,0.7623980460615045,0.0,False,False,3.065418681912071e-05,True,196.39476819999982
2,0.05,2,0.0,0.013557841940041953,0.0,1.0,0.01377051356021813,0.01377051356021813,2.5427975909083154,0.9905076904048247,0.0,False,False,3.995729823195344e-05,True,196.39476819999982
2,0.05,3,0.0,0.01577827232613293,0.0,1.0,0.013682053760012903,0.013682053760012903,2.76791670136269,1.1339206084662452,0.0,False,False,4.450755492121153e-05,True,196.39476819999982
2,0.05,4,0.0,0.017117788392927002,0.0,1.0,0.016003888749982476,0.016003888749982476,0.8773927188848692,1.0319355847736702,0.0,False,False,3.6811374280618844e-05,True,196.39476819999982
2,0.05,5,0.0,0.01966708326983827,0.0,1.0,0.0216080966190494,0.0216080966190494,1.8595581083040218,1.2243906392605217,0.0,False,False,6.002515019606485e-05,True,196.39476819999982
2,0.05,0,0.1,0.0037291263170231995,0.00037291263170232,0.8,0.012905576818385474,0.012905576818385474,5.310755226850604,0.7348250037220155,0.6037572531680825,False,False,3.466891837503224e-05,True,196.39476819999982
2,0.05,1,0.1,0.010136125751419187,0.0010136125751419188,0.8,0.015488203362395115,0.015488203362395115,1.181180337971789,0.6075303894295099,1.0147880179473587,False,False,3.0550562264356457e-05,True,196.39476819999982
2,0.05,2,0.1,0.013557841940041953,0.0013557841940041954,0.8,0.01385357640195751,0.01385357640195751,2.5581355805152586,0.7882734531466246,0.4088113057203939,False,False,3.9858096865401954e-05,True,196.39476819999982
2,0.05,3,0.1,0.01577827232613293,0.001577827232613293,0.8,0.013649378835447215,0.013649378835447215,2.7613064752221192,0.907437995694458,0.35632996166217396,False,False,4.437502717677362e-05,True,196.39476819999982
2,0.05,4,0.1,0.017117788392927002,0.0017117788392927002,0.8,0.01599057917650267,0.01599057917650267,0.8766630385524777,0.8245634434262332,1.106400449292792,False,False,3.679178434259333e-05,True,196.39476819999982
2,0.05,5,0.1,0.01966708326983827,0.0019667083269838273,0.8,0.02136607406431716,0.02136607406431716,1.8387300357542156,0.9756246813866475,0.7422384661259976,False,False,5.9739064627946785e-05,True,196.39476819999982
2,0.05,0,0.25,0.0037291263170231995,0.0009322815792557999,0.5,0.012934528154769939,0.012934528154769939,5.3226689493592385,0.4587534509338461,0.6019242691238411,False,False,3.459810079822455e-05,True,196.39476819999982
2,0.05,1,0.25,0.010136125751419187,0.0025340314378547966,0.5,0.015955282059649484,0.015955282059649484,1.2168012657562122,0.37811126288173885,1.0032875960861285,False,False,3.0388834851556587e-05,True,196.39476819999982
2,0.05,2,0.25,0.013557841940041953,0.0033894604850104883,0.5,0.013985968073974312,0.013985968073974312,2.582582397490421,0.48992510026227315,0.4032828322131296,False,False,3.970450598206787e-05,True,196.39476819999982
2,0.05,3,0.25,0.01577827232613293,0.003944568081533232,0.5,0.013656056991928643,0.013656056991928643,2.7626574844480354,0.5673594999617461,0.3560685370017216,False,False,4.41749031329611e-05,True,196.39476819999982
2,0.05,4,0.25,0.017117788392927002,0.0042794470982317505,0.5,0.01641995355796481,0.01641995355796481,0.900202939501301,0.5146836666774963,1.1034165660550648,False,False,3.676031556084448e-05,True,196.39476819999982
2,0.05,5,0.25,0.01966708326983827,0.004916770817459568,0.5,0.021270033312687852,0.021270033312687852,1.8304649228398995,0.6071643444355169,0.7344202362661614,False,False,5.9324043844046005e-05,True,196.39476819999982
2,0.05,0,0.4,0.0037291263170231995,0.00149165052680928,0.19999999999999996,0.012964496158478663,0.012964496158478663,5.335001039166154,0.18339139900427867,0.6005236910948222,False,True,3.4525621743496245e-05,True,196.39476819999982
2,0.05,1,0.4,0.010136125751419187,0.004054450300567675,0.19999999999999996,0.0164715224122268,0.0164715224122268,1.2561714199222183,0.15090459158889313,0.9945864591365526,False,True,3.021896889275791e-05,True,196.39476819999982
2,0.05,2,0.4,0.013557841940041953,0.0054231367760167815,0.19999999999999996,0.014126941636935213,0.014126941636935213,2.6086139056626596,0.19538741939429366,0.39915845857309196,False,True,3.954440600072559e-05,True,196.39476819999982
2,0.05,3,0.4,0.01577827232613293,0.006311308930453172,0.19999999999999996,0.013729129801652164,0.013729129801652164,2.7774403126693623,0.22699032781351683,0.3558443413088782,False,True,4.3973259180715674e-05,True,196.39476819999982
2,0.05,4,0.4,0.017117788392927002,0.006847115357170801,0.19999999999999996,0.017344511861058846,0.017344511861058846,0.9508906652154744,0.20572922412135997,1.1011695217187156,False,True,3.672621349193604e-05,True,196.39476819999982
2,0.05,5,0.4,0.01966708326983827,0.00786683330793531,0.19999999999999996,0.02148404902056076,0.02148404902056076,1.848882771107416,0.24231082391308686,0.7285418127213744,False,True,5.892466072560482e-05,True,196.39476819999982
2,0.05,0,0.49,0.0037291263170231995,0.0018272718953413678,0.020000000000000018,0.012982965071019257,0.012982965071019257,5.342601154619303,0.018337068574579146,0.5998886539671077,False,True,3.4481296531911335e-05,True,196.39476819999982
2,0.05,1,0.49,0.010136125751419187,0.004966701618195402,0.020000000000000018,0.016802949258399716,0.016802949258399716,1.2814471000650771,0.015084077874450215,0.9906585990814807,False,True,3.0112846208523035e-05,True,196.39476819999982
2,0.05,2,0.49,0.013557841940041953,0.006643342550620557,0.020000000000000018,0.01421558955174363,0.01421558955174363,2.6249832083199762,0.019527823064291235,0.3973219242735774,False,True,3.9444814839245364e-05,True,196.39476819999982
2,0.05,3,0.49,0.01577827232613293,0.007731353439805135,0.020000000000000018,0.013804337707180312,0.013804337707180312,2.7926550765810685,0.022699919048992767,0.35572536655389114,False,True,4.385158788374204e-05,True,196.39476819999982
2,0.05,4,0.49,0.017117788392927002,0.008387716312534231,0.020000000000000018,0.018106215033690014,0.018106215033690014,0.9926500668245879,0.020570200385340454,1.1001768503350442,False,True,3.670442126197037e-05,True,196.39476819999982
2,0.05,5,0.49,0.01966708326983827,0.009636870802220752,0.020000000000000018,0.021754959154069158,0.021754959154069158,1.872196862314466,0.024220659640651687,0.7259119554695826,False,True,5.8691939311928204e-05,True,196.39476819999982
2,0.1,0,0.0,0.0037291263170231995,0.0,1.0,0.0019210169950922445,0.0019210169950922445,0.7905149216593703,0.9963624414160204,0.0,False,False,2.138193068082932e-06,True,194.10500399999728
2,0.1,1,0.0,0.010136125751419187,0.0,1.0,0.002060872253613705,0.002060872253613705,0.1571687643868644,0.9767191684562955,0.0,False,False,1.9057250607650644e-06,True,194.10500399999728
2,0.1,2,0.0,0.013557841940041953,0.0,1.0,0.00209926033971117,0.00209926033971117,0.38763943778596294,1.0033444912884861,0.0,False,False,2.5014698983679663e-06,True,194.10500399999728
